NO,K,lon,lat,시,구,도로명주소,id,
287,24,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,287,2717
288,24,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,288,2716
289,24,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,289,2715
290,24,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,290,2714
291,24,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,291,2713
292,24,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,292,2712
293,24,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,293,2711
294,24,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,294,2710
295,24,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,295,2709
296,24,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,296,2708
297,24,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,297,2707
298,24,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,298,2706
299,24,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,299,2705
300,24,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,300,2704
301,25,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,301,2703
302,25,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,302,2702
303,25,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,303,2701
304,25,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,304,2700
305,25,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,305,2699
306,25,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,306,2698
307,25,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,307,2697
308,25,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,308,2696
309,25,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,309,2695
310,25,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,310,2694
311,25,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,311,2693
312,25,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,312,2692
313,25,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,313,2691
314,25,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,314,2690
315,25,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,315,2689
316,25,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,316,2688
317,25,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,317,2687
318,25,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,318,2686
319,25,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,319,2685
320,25,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,320,2684
321,25,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,321,2683
322,25,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,322,2682
323,25,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,323,2681
324,25,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,324,2680
325,25,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,325,2679
326,26,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,326,2678
327,26,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,327,2677
328,26,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,328,2676
329,26,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,329,2675
330,26,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,330,2674
331,26,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,331,2673
332,26,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,332,2672
333,26,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,333,2671
334,26,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,334,2670
335,26,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,335,2669
336,26,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,336,2668
337,26,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,337,2667
338,26,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,338,2666
339,26,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,339,2665
340,26,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,340,2664
341,26,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,341,2663
342,26,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,342,2662
343,26,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,343,2661
344,26,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,344,2660
345,26,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,345,2659
346,26,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,346,2658
347,26,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,347,2657
348,26,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,348,2656
349,26,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,349,2655
350,26,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,350,2654
351,26,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,351,2653
352,27,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,352,2652
353,27,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,353,2651
354,27,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,354,2650
355,27,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,355,2649
356,27,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,356,2648
357,27,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,357,2647
358,27,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,358,2646
359,27,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,359,2645
360,27,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,360,2644
361,27,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,361,2643
362,27,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,362,2642
363,27,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,363,2641
364,27,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,364,2640
365,27,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,365,2639
366,27,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,366,2638
367,27,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,367,2637
368,27,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,368,2636
369,27,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,369,2635
370,27,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,370,2634
371,27,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,371,2633
372,27,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,372,2632
373,27,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,373,2631
374,27,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,374,2630
375,27,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,375,2629
376,27,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,376,2628
377,27,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,377,2627
378,27,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,378,2626
379,28,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,379,2625
380,28,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,380,2624
381,28,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,381,2623
382,28,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,382,2622
383,28,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,383,2621
384,28,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,384,2620
385,28,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,385,2619
386,28,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,386,2618
387,28,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,387,2617
388,28,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,388,2616
389,28,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,389,2615
390,28,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,390,2614
391,28,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,391,2613
392,28,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,392,2612
393,28,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,393,2611
394,28,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,394,2610
395,28,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,395,2609
396,28,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,396,2608
397,28,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,397,2607
398,28,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,398,2606
399,28,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,399,2605
400,28,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,400,2604
401,28,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,401,2603
402,28,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,402,2602
403,28,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,403,2601
404,28,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,404,2600
405,28,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,405,2599
406,28,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,406,2598
407,29,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,407,2597
408,29,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,408,2596
409,29,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,409,2595
410,29,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,410,2594
411,29,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,411,2593
412,29,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,412,2592
413,29,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,413,2591
